c Choco 231113
o 424000 0.1
o 375000 0.1
o 360000 0.1
o 322000 0.5
o 303000 0.5
o 293000 0.5
o 288000 0.5
o 286000 0.5
o 285000 0.5
o 273000 0.5
o 267000 0.5
o 264000 0.5
o 262000 0.5
o 261000 0.5
o 254000 0.5
o 251000 0.5
o 249000 0.5
o 231000 0.5
o 219000 0.5
o 216000 0.5
o 213000 0.5
o 210000 0.5
o 207000 0.5
o 204000 0.5
o 183000 0.5
o 179000 0.5
o 177000 0.5
o 176000 0.5
o 161000 0.5
o 158000 0.5
o 156000 0.5
o 150000 0.5
o 148000 0.5
o 145000 0.5
o 142000 0.5
o 139000 0.5
o 136000 0.5
o 133000 0.5
o 130000 0.5
o 127000 0.5
o 124000 0.5
o 121000 0.5
o 118000 0.5
o 115000 0.5
o 112000 0.5
o 109000 0.5
o 106000 0.6
o 103000 0.6
o 100000 0.6
o 97000 0.6
o 71000 0.6
o 70000 0.6
s OPTIMUM FOUND
v <instantiation id='sol52' type='solution' cost='70000' ><list>x[0] x[1] x[2] x[3] x[4] x[5] x[6] x[7] x[8] x[9] e[0] e[1] e[2] e[3] e[4] e[5] e[6] e[7] e[8] e[9] t[0] t[1] t[2] t[3] t[4] t[5] t[6] t[7] t[8] t[9] </list><values>165 258 98 106 118 134 126 142 150 180 0 0 0 0 5 1 12 0 0 0 10 0 0 0 0 0 0 2 0 0 </values></instantiation>
d FOUND SOLUTIONS 52

